country,storeNumber,customerNumber,name,vat,checkoutCheckCode,limit,product,period,customerType,registrationDate
DE,5,9259,Centizu,DE-000-4,31,28900,BANK_TRANSFER,21,SCO,1998-02-25
RO,4,5809,Tazz,RO-000-4,31,28400,BANK_TRANSFER,25,TRADER,2000-03-28
DE,1,1224,Wordtune,DE-000-4,,4800,DIRECT_DEBIT,30,TRADER,2019-10-15
IT,1,6794,Twimm,IT-000-9,,46000,BANK_TRANSFER,3,SCO,1993-10-16
DE,5,1938,Realcube,DE-000-4,,43500,BANK_TRANSFER,30,HORECA,1991-07-27
IT,3,3114,Linklinks,IT-000-6,,30500,DIRECT_DEBIT,10,HORECA,1992-08-01
IT,1,4047,BlogXS,IT-000-3,,3600,BANK_TRANSFER,120,SCO,1985-05-20
FR,2,8954,Mymm,FR-000-1,,32600,BANK_TRANSFER,60,TRADER,1987-07-06
FR,2,6186,Miboo,FR-000-2,,21700,DIRECT_DEBIT,120,TRADER,1982-05-20
RO,5,6830,Yamia,RO-000-9,,2200,BANK_TRANSFER,30,HORECA,1984-11-18
IT,4,5773,Browseblab,IT-000-3,,41300,DIRECT_DEBIT,30,HORECA,1989-11-07
IT,2,2499,Demimbu,IT-000-4,,27100,BANK_TRANSFER,3,HORECA,1988-09-21
IT,4,9971,Twitterlist,IT-000-3,,29400,BANK_TRANSFER,3,TRADER,2014-01-31
IT,4,4961,Yabox,IT-000-2,,12700,BANK_TRANSFER,120,HORECA,2017-06-21
RO,1,9334,Meevee,RO-000-4,31,19900,BANK_TRANSFER,30,TRADER,1991-06-04
IT,4,1105,Plajo,IT-000-9,,21500,DIRECT_DEBIT,120,HORECA,2008-11-02
DE,2,8416,Brainbox,DE-000-3,,1800,BANK_TRANSFER,3,HORECA,2016-02-07
DE,3,4800,Aimbu,DE-000-9,,19500,DIRECT_DEBIT,70,TRADER,2009-05-09
IT,3,8531,Tagopia,IT-000-2,,32900,BANK_TRANSFER,1,TRADER,2003-03-31
IT,3,2689,Skyndu,IT-000-9,,39200,DIRECT_DEBIT,25,TRADER,1995-02-24
FR,1,4340,Kwinu,FR-000-1,,42300,DIRECT_DEBIT,60,TRADER,2002-07-31
DE,3,7858,Mynte,DE-000-6,,26900,BANK_TRANSFER,7,TRADER,1988-11-05
RO,2,1371,Zoomzone,RO-000-6,,29700,DIRECT_DEBIT,3,SCO,1989-12-25
RO,3,4549,Twinder,RO-000-5,30,15100,BANK_TRANSFER,20,HORECA,1986-08-29
IT,3,5995,Rooxo,IT-000-8,,22300,BANK_TRANSFER,20,SCO,2008-04-10
RO,4,5344,Gigashots,RO-000-0,,38700,BANK_TRANSFER,15,HORECA,1989-07-20
RO,1,8346,Vinder,RO-000-1,,16700,DIRECT_DEBIT,20,SCO,1991-04-26
IT,1,1049,Dazzlesphere,IT-000-0,31,10900,DIRECT_DEBIT,5,TRADER,1999-12-08
DE,1,8313,Rooxo,DE-000-4,,30300,DIRECT_DEBIT,10,SCO,2001-03-13
IT,2,3072,Babblestorm,IT-000-3,,16300,BANK_TRANSFER,1,HORECA,1983-02-23
RO,1,4365,Pixope,RO-000-0,,6600,DIRECT_DEBIT,21,SCO,1999-12-10
RO,4,6145,Chatterpoint,RO-000-9,,6700,BANK_TRANSFER,2,TRADER,1984-04-04
IT,2,5149,Dynabox,IT-000-3,,18600,DIRECT_DEBIT,5,TRADER,2017-01-29
DE,4,7340,Realbridge,DE-000-1,,25900,BANK_TRANSFER,5,TRADER,1993-07-19
RO,3,5732,Jaxnation,RO-000-3,30,10000,DIRECT_DEBIT,7,TRADER,2002-09-22
FR,2,3045,Ozu,FR-000-2,,23200,DIRECT_DEBIT,70,TRADER,2016-05-25
FR,5,6235,Twitterworks,FR-000-7,31,25600,DIRECT_DEBIT,10,TRADER,1996-08-22
FR,2,7410,Mycat,FR-000-9,,34300,DIRECT_DEBIT,20,HORECA,2019-09-16
DE,5,3992,Eimbee,DE-000-1,,42200,BANK_TRANSFER,15,HORECA,2015-03-12
FR,3,5017,Wikibox,FR-000-5,,24500,BANK_TRANSFER,1,HORECA,2011-12-25
DE,1,3719,Tazzy,DE-000-0,,46600,BANK_TRANSFER,7,SCO,1990-06-20
DE,2,7755,Wikivu,DE-000-5,,45500,DIRECT_DEBIT,120,HORECA,2021-11-05
IT,5,2035,Quimba,IT-000-7,,44100,BANK_TRANSFER,10,SCO,2015-06-16
DE,4,2900,Layo,DE-000-5,,49200,DIRECT_DEBIT,25,HORECA,2006-02-24
FR,3,9235,Lazz,FR-000-1,,20900,BANK_TRANSFER,1,SCO,1999-09-26
IT,2,3626,Jabbersphere,IT-000-8,,38500,DIRECT_DEBIT,120,HORECA,1982-11-18
DE,5,9634,Brainsphere,DE-000-4,,30300,DIRECT_DEBIT,60,HORECA,1999-07-02
DE,1,4968,Mynte,DE-000-4,31,40600,DIRECT_DEBIT,25,HORECA,2013-07-23
RO,4,7749,Photofeed,RO-000-4,,5200,BANK_TRANSFER,3,SCO,2002-05-01
RO,5,9283,Blogpad,RO-000-0,30,48700,DIRECT_DEBIT,60,SCO,1994-04-23
FR,1,4153,Voonder,FR-000-9,,45600,DIRECT_DEBIT,15,TRADER,2005-11-15
IT,1,7967,Photospace,IT-000-4,,11300,DIRECT_DEBIT,1,HORECA,1995-12-25
RO,3,5876,Avamba,RO-000-2,,9700,BANK_TRANSFER,120,TRADER,1994-08-06
RO,5,7251,Brainbox,RO-000-8,,27100,DIRECT_DEBIT,10,HORECA,2015-04-03
RO,2,2717,Lajo,RO-000-3,,12000,BANK_TRANSFER,120,TRADER,1997-10-16
DE,1,1415,Tazz,DE-000-8,,24100,BANK_TRANSFER,20,HORECA,1997-09-28
FR,1,2048,Livetube,FR-000-8,,41900,BANK_TRANSFER,3,TRADER,2001-03-22
DE,2,1593,Latz,DE-000-6,,5300,BANK_TRANSFER,120,HORECA,2013-08-31
DE,4,9589,Kayveo,DE-000-4,,2600,DIRECT_DEBIT,70,SCO,2006-04-20
RO,3,5338,Wikizz,RO-000-8,,12100,BANK_TRANSFER,1,HORECA,1987-06-09
RO,5,7797,Skippad,RO-000-2,,38200,DIRECT_DEBIT,20,SCO,1980-06-18
FR,3,9279,Trilith,FR-000-9,31,49000,DIRECT_DEBIT,20,TRADER,1997-03-06
IT,1,8833,Youtags,IT-000-8,,42700,DIRECT_DEBIT,10,SCO,2016-02-02
FR,3,6093,Voonte,FR-000-3,,31700,DIRECT_DEBIT,7,TRADER,2005-02-15
RO,2,4313,Talane,RO-000-1,,8700,BANK_TRANSFER,10,TRADER,2009-02-23
IT,1,4710,Skimia,IT-000-1,,50000,DIRECT_DEBIT,20,TRADER,2019-08-31
RO,2,2533,Devcast,RO-000-8,,14600,DIRECT_DEBIT,7,TRADER,2006-09-18
FR,5,3022,Ainyx,FR-000-7,,30200,BANK_TRANSFER,30,TRADER,2003-12-23
DE,4,5712,Thoughtstorm,DE-000-6,,40600,DIRECT_DEBIT,20,TRADER,1991-12-26
DE,5,9379,Flipbug,DE-000-1,,18700,BANK_TRANSFER,15,HORECA,2007-06-28
DE,1,5316,Skivee,DE-000-5,,24000,DIRECT_DEBIT,7,HORECA,1985-11-28
DE,4,1490,Twitterwire,DE-000-4,,16200,BANK_TRANSFER,1,TRADER,2006-07-20
DE,2,1535,Edgeify,DE-000-3,,14700,BANK_TRANSFER,20,SCO,1995-12-24
IT,4,4487,Kaymbo,IT-000-5,,11500,DIRECT_DEBIT,3,SCO,2018-02-06
IT,2,4038,Topiczoom,IT-000-7,,34200,BANK_TRANSFER,60,SCO,1995-12-16
DE,3,3871,Vinte,DE-000-1,,1100,DIRECT_DEBIT,2,SCO,1980-10-11
RO,2,2484,Shufflebeat,RO-000-4,,41100,BANK_TRANSFER,15,TRADER,1989-04-23
FR,4,2267,Topicware,FR-000-0,,2000,DIRECT_DEBIT,1,TRADER,2018-09-18
RO,4,1591,Flashspan,RO-000-4,,38700,DIRECT_DEBIT,10,TRADER,1984-04-15
FR,2,7936,Snaptags,FR-000-1,,27800,DIRECT_DEBIT,1,TRADER,1997-01-17
DE,4,1606,Rhyzio,DE-000-8,30,40200,BANK_TRANSFER,30,SCO,1990-09-13
RO,4,7251,Jamia,RO-000-3,,17300,BANK_TRANSFER,3,HORECA,1981-04-06
DE,4,2285,Eidel,DE-000-3,,24100,DIRECT_DEBIT,20,SCO,1980-11-22
FR,4,9826,Vipe,FR-000-8,,27100,DIRECT_DEBIT,7,SCO,2012-05-14
IT,3,2481,Eayo,IT-000-2,,33400,DIRECT_DEBIT,25,HORECA,1993-03-19
FR,2,4505,Skalith,FR-000-9,,27900,DIRECT_DEBIT,25,TRADER,2020-01-03
FR,4,7602,Muxo,FR-000-1,,5100,DIRECT_DEBIT,3,SCO,2001-12-27
RO,3,8267,Oyoyo,RO-000-3,,46100,DIRECT_DEBIT,21,SCO,1993-12-07
RO,3,5069,Devbug,RO-000-5,,35100,BANK_TRANSFER,3,HORECA,2015-02-28
DE,2,6213,Topiclounge,DE-000-8,,50000,BANK_TRANSFER,1,SCO,1997-07-03
FR,1,7438,Edgeify,FR-000-4,,1500,BANK_TRANSFER,30,HORECA,1992-03-17
IT,3,3264,Fliptune,IT-000-3,,15700,DIRECT_DEBIT,7,HORECA,2008-03-18
IT,1,4678,Zava,IT-000-0,,39000,DIRECT_DEBIT,21,TRADER,2014-11-24
DE,4,2070,Mynte,DE-000-7,,2900,BANK_TRANSFER,3,SCO,2009-01-25
RO,5,3851,Rhybox,RO-000-9,,34600,BANK_TRANSFER,15,SCO,2005-09-26
FR,4,9775,Shuffledrive,FR-000-1,,19300,DIRECT_DEBIT,2,TRADER,1992-05-27
IT,4,4764,Brainbox,IT-000-5,,46300,BANK_TRANSFER,70,SCO,2011-02-04
DE,5,8321,Innotype,DE-000-9,,14300,DIRECT_DEBIT,3,TRADER,1995-09-14
DE,3,4105,Topiclounge,DE-000-7,,2300,DIRECT_DEBIT,25,HORECA,2008-03-19
DE,5,5948,Mita,DE-000-8,,9800,DIRECT_DEBIT,25,SCO,2018-06-06
FR,3,8341,Edgeclub,FR-000-9,,8700,BANK_TRANSFER,25,HORECA,2008-07-17
DE,3,7996,Camimbo,DE-000-5,,5100,DIRECT_DEBIT,3,SCO,1980-07-17
RO,4,9561,Feedbug,RO-000-8,,47600,DIRECT_DEBIT,21,HORECA,1995-06-14
RO,1,8917,Digitube,RO-000-3,,47700,BANK_TRANSFER,10,TRADER,2006-09-08
DE,3,6667,Demizz,DE-000-6,,28400,BANK_TRANSFER,2,HORECA,1982-12-06
RO,4,6884,Eidel,RO-000-4,,27200,BANK_TRANSFER,60,TRADER,1981-10-12
IT,1,5166,Jaxbean,IT-000-6,,16400,DIRECT_DEBIT,21,HORECA,1982-12-17
IT,4,6579,Omba,IT-000-9,,41600,DIRECT_DEBIT,60,HORECA,1981-07-24
RO,1,5664,Buzzdog,RO-000-5,30,31400,BANK_TRANSFER,60,SCO,2013-06-16
RO,3,2020,Youspan,RO-000-8,,46900,DIRECT_DEBIT,70,SCO,1990-12-29
FR,1,3558,Livetube,FR-000-7,,35700,BANK_TRANSFER,120,SCO,2006-04-16
DE,1,8208,Trupe,DE-000-2,,47400,BANK_TRANSFER,15,SCO,2019-11-20
RO,4,7060,Eimbee,RO-000-7,,23600,BANK_TRANSFER,1,SCO,2006-11-27
DE,3,1743,Cogilith,DE-000-4,,3000,BANK_TRANSFER,120,TRADER,2012-03-23
IT,3,1217,Innojam,IT-000-5,,12700,DIRECT_DEBIT,20,SCO,2002-08-13
FR,1,1679,Yotz,FR-000-0,,2200,BANK_TRANSFER,25,SCO,1981-03-29
IT,2,1441,Thoughtmix,IT-000-8,,27100,BANK_TRANSFER,25,HORECA,1980-03-07
IT,2,7562,Zoomlounge,IT-000-3,,6300,DIRECT_DEBIT,10,HORECA,2017-05-26
IT,5,4022,Snaptags,IT-000-9,,45200,BANK_TRANSFER,21,TRADER,1995-06-18
DE,3,4210,Thoughtsphere,DE-000-5,,49500,DIRECT_DEBIT,120,SCO,1993-12-17
RO,4,8795,Ntag,RO-000-6,,13800,DIRECT_DEBIT,5,HORECA,1981-11-15
RO,5,9332,Edgeclub,RO-000-5,,12100,BANK_TRANSFER,3,HORECA,2006-10-15
RO,5,6020,Brainverse,RO-000-4,,10200,DIRECT_DEBIT,20,TRADER,1996-09-20
RO,3,4263,Linktype,RO-000-8,,47500,BANK_TRANSFER,30,SCO,1999-02-14
IT,1,4109,Jamia,IT-000-5,,32700,BANK_TRANSFER,15,TRADER,1998-04-22
IT,5,4565,Miboo,IT-000-9,31,28600,BANK_TRANSFER,70,HORECA,1993-03-07
RO,1,4828,Youtags,RO-000-8,31,16700,DIRECT_DEBIT,1,HORECA,2019-07-07
FR,1,1189,Rooxo,FR-000-4,,24000,BANK_TRANSFER,20,TRADER,2020-11-06
IT,1,5474,Flashpoint,IT-000-5,31,24300,BANK_TRANSFER,15,HORECA,1999-08-16
DE,5,9572,Fatz,DE-000-5,,36000,BANK_TRANSFER,1,SCO,2001-12-10
FR,1,6151,Topicware,FR-000-9,,13000,BANK_TRANSFER,2,HORECA,1986-10-13
IT,3,2676,Quinu,IT-000-7,,33000,DIRECT_DEBIT,2,HORECA,1992-10-30
IT,1,4766,Oyoyo,IT-000-9,,48700,DIRECT_DEBIT,7,TRADER,2016-02-10
FR,2,6883,Kwideo,FR-000-3,,30800,DIRECT_DEBIT,7,SCO,2002-12-06
IT,5,4472,Brightbean,IT-000-3,,17200,BANK_TRANSFER,25,TRADER,2005-01-10
FR,2,8744,Latz,FR-000-0,,4700,BANK_TRANSFER,21,HORECA,2006-03-20
FR,1,2284,Meevee,FR-000-6,,40200,BANK_TRANSFER,15,SCO,2007-06-11
DE,3,4300,Oyoyo,DE-000-9,,9700,DIRECT_DEBIT,120,SCO,1988-09-13
DE,5,5876,Buzzbean,DE-000-4,,31800,DIRECT_DEBIT,120,SCO,1992-04-02
DE,4,4298,Zoomlounge,DE-000-3,,9800,BANK_TRANSFER,21,SCO,1996-12-03
DE,2,4894,Dynabox,DE-000-4,,49800,DIRECT_DEBIT,2,TRADER,2007-01-11
DE,5,1140,Twitterlist,DE-000-1,,39900,BANK_TRANSFER,60,TRADER,1993-05-10
IT,2,2896,Skimia,IT-000-1,,21000,DIRECT_DEBIT,20,SCO,2006-07-24
RO,2,8665,Oloo,RO-000-8,31,46200,DIRECT_DEBIT,5,HORECA,1999-01-08
IT,2,3957,Bubbletube,IT-000-8,30,49000,DIRECT_DEBIT,15,SCO,1985-10-10
IT,4,4693,Agimba,IT-000-2,,24100,BANK_TRANSFER,25,SCO,2021-07-23
RO,5,5020,Yombu,RO-000-5,,42100,DIRECT_DEBIT,5,TRADER,1993-08-05
FR,1,6040,Mydeo,FR-000-2,,15500,BANK_TRANSFER,10,HORECA,2018-03-06
DE,2,6653,Minyx,DE-000-1,,47800,DIRECT_DEBIT,7,HORECA,2003-12-14
RO,4,7185,Skaboo,RO-000-4,,22500,DIRECT_DEBIT,120,HORECA,2010-07-24
DE,1,5506,Tambee,DE-000-8,,22000,BANK_TRANSFER,20,TRADER,2004-03-01
RO,1,1598,Eadel,RO-000-5,,7900,DIRECT_DEBIT,20,HORECA,1981-06-24
RO,4,9424,Aibox,RO-000-1,,2100,BANK_TRANSFER,15,TRADER,2005-06-17
RO,2,1953,Skalith,RO-000-2,30,47200,DIRECT_DEBIT,1,TRADER,1983-08-26
FR,1,1552,Oyondu,FR-000-8,,17600,BANK_TRANSFER,21,TRADER,1986-03-07
RO,5,6791,Livetube,RO-000-1,,38900,BANK_TRANSFER,7,HORECA,1986-07-20
RO,1,7821,Zoombox,RO-000-7,,43800,DIRECT_DEBIT,7,TRADER,2003-01-23
DE,1,2137,DabZ,DE-000-1,,43100,DIRECT_DEBIT,120,TRADER,1987-06-07
RO,5,8904,Zoomzone,RO-000-3,,40700,BANK_TRANSFER,15,HORECA,2007-07-22
DE,1,2438,Feedmix,DE-000-4,,4700,DIRECT_DEBIT,7,SCO,1990-01-06
FR,5,9454,Tavu,FR-000-7,,36200,DIRECT_DEBIT,20,TRADER,2012-12-27
FR,5,4078,Quatz,FR-000-5,,40300,DIRECT_DEBIT,10,SCO,1981-10-31
FR,5,7112,Linktype,FR-000-0,,39200,BANK_TRANSFER,25,TRADER,2002-04-08
FR,5,7604,Voonix,FR-000-2,,40500,BANK_TRANSFER,25,SCO,2001-03-24
IT,3,6564,Skyndu,IT-000-5,31,31200,BANK_TRANSFER,21,HORECA,1983-06-28
FR,5,8593,Youfeed,FR-000-2,31,28500,BANK_TRANSFER,2,HORECA,1983-01-04
DE,5,1049,Gevee,DE-000-9,,2200,DIRECT_DEBIT,25,TRADER,1995-08-07
IT,4,8541,Blognation,IT-000-3,31,10500,DIRECT_DEBIT,1,SCO,1993-05-16
DE,3,6750,Kwilith,DE-000-2,,35500,DIRECT_DEBIT,120,SCO,1986-09-12
DE,5,1664,Brainverse,DE-000-4,,32200,DIRECT_DEBIT,10,TRADER,1989-12-20
RO,2,6686,Vimbo,RO-000-5,,49900,BANK_TRANSFER,1,HORECA,2017-09-24
FR,5,9754,Gabspot,FR-000-2,,26900,BANK_TRANSFER,120,HORECA,1981-02-23
IT,3,7356,Avamba,IT-000-7,,38900,DIRECT_DEBIT,1,HORECA,2004-07-02
IT,5,7290,Twimbo,IT-000-4,31,46900,BANK_TRANSFER,60,TRADER,2010-11-25
IT,4,2007,Browsetype,IT-000-8,,31400,BANK_TRANSFER,1,HORECA,1990-08-07
RO,4,8255,Cogidoo,RO-000-3,,36400,BANK_TRANSFER,10,SCO,2001-01-16
RO,3,1376,Quatz,RO-000-6,,30600,DIRECT_DEBIT,10,HORECA,1994-01-03
FR,4,8413,Tagtune,FR-000-2,,25000,BANK_TRANSFER,70,SCO,1983-01-21
IT,3,4651,Trudeo,IT-000-4,,21700,DIRECT_DEBIT,60,HORECA,2001-04-10
FR,1,8396,Yakijo,FR-000-8,,31000,BANK_TRANSFER,120,HORECA,2020-12-22
RO,2,6279,Centimia,RO-000-1,,12500,BANK_TRANSFER,15,HORECA,1985-01-14
IT,2,7986,Zoomzone,IT-000-2,,44600,BANK_TRANSFER,20,TRADER,2003-08-26
DE,2,6499,Bluejam,DE-000-9,,22600,BANK_TRANSFER,120,HORECA,1997-04-25
RO,1,8117,Rhyzio,RO-000-5,,4600,DIRECT_DEBIT,7,HORECA,2020-01-13
IT,1,8837,Oyonder,IT-000-0,,1800,DIRECT_DEBIT,70,HORECA,2014-11-18
RO,5,7200,Edgetag,RO-000-4,,9300,BANK_TRANSFER,70,SCO,2004-03-29
DE,5,8938,Twitterbridge,DE-000-3,,37000,DIRECT_DEBIT,21,TRADER,2011-07-28
RO,4,7012,Abatz,RO-000-0,,34800,BANK_TRANSFER,3,TRADER,1989-07-18
FR,2,3543,Vinder,FR-000-5,,5600,DIRECT_DEBIT,70,SCO,1992-08-07
IT,1,2124,Edgeblab,IT-000-9,,47300,DIRECT_DEBIT,5,TRADER,1988-07-09
IT,3,6403,Twinder,IT-000-9,,11400,DIRECT_DEBIT,5,TRADER,1997-11-18
FR,5,2551,Reallinks,FR-000-0,,15100,BANK_TRANSFER,60,SCO,1986-05-03
DE,3,2331,Vinte,DE-000-1,,50000,DIRECT_DEBIT,30,TRADER,1997-01-06
FR,2,8229,Meevee,FR-000-5,31,45200,DIRECT_DEBIT,21,TRADER,2006-10-24
IT,4,1371,Photofeed,IT-000-8,30,15800,DIRECT_DEBIT,70,TRADER,2004-07-16
DE,2,5428,Edgeblab,DE-000-7,,36800,BANK_TRANSFER,70,TRADER,1991-08-23
DE,3,8397,Reallinks,DE-000-9,,48300,BANK_TRANSFER,5,TRADER,2008-03-06
DE,4,8234,Trudeo,DE-000-2,,9100,DIRECT_DEBIT,2,TRADER,2017-10-27
RO,2,1788,Fiveclub,RO-000-5,,42900,DIRECT_DEBIT,7,HORECA,1993-03-26
DE,2,9336,Flipbug,DE-000-9,,45500,BANK_TRANSFER,5,SCO,1994-09-11
RO,4,9399,Zava,RO-000-5,,30000,BANK_TRANSFER,2,TRADER,2012-04-22
DE,3,1347,Kanoodle,DE-000-7,,41300,DIRECT_DEBIT,20,SCO,1980-10-16
DE,3,8758,Leenti,DE-000-7,,34600,BANK_TRANSFER,60,TRADER,1985-01-31
DE,3,9016,Ntag,DE-000-3,,11900,DIRECT_DEBIT,15,SCO,1990-09-18
RO,5,6982,Divape,RO-000-8,31,40800,DIRECT_DEBIT,20,TRADER,1988-07-21
RO,4,9294,Oyonder,RO-000-9,,4400,BANK_TRANSFER,7,SCO,1995-05-31
FR,4,3466,Centizu,FR-000-8,,35500,BANK_TRANSFER,20,TRADER,2006-06-04
FR,2,4293,Rhynyx,FR-000-4,,39300,BANK_TRANSFER,15,HORECA,2018-11-18
DE,3,9320,Quamba,DE-000-1,,2600,DIRECT_DEBIT,1,SCO,2017-12-02
RO,2,3911,Tagfeed,RO-000-5,,2400,BANK_TRANSFER,2,TRADER,2004-04-15
FR,1,2634,Zoonoodle,FR-000-3,,17800,DIRECT_DEBIT,21,HORECA,1987-04-11
DE,4,5595,Izio,DE-000-1,,31200,BANK_TRANSFER,2,TRADER,2014-08-28
IT,2,5229,Cogibox,IT-000-8,,17600,BANK_TRANSFER,15,TRADER,2012-07-10
FR,2,4822,Jabbersphere,FR-000-7,,39500,BANK_TRANSFER,70,TRADER,2012-09-24
IT,5,2527,Camido,IT-000-4,30,33400,BANK_TRANSFER,120,TRADER,2009-06-29
IT,4,2016,Fliptune,IT-000-3,,32100,BANK_TRANSFER,30,TRADER,1997-11-13
IT,1,4077,Tanoodle,IT-000-2,,16000,DIRECT_DEBIT,60,TRADER,2017-10-30
DE,5,5997,Zoonder,DE-000-8,,4100,DIRECT_DEBIT,120,SCO,2002-06-08
IT,4,4027,Youtags,IT-000-9,,47000,BANK_TRANSFER,2,TRADER,1981-03-18
DE,5,5048,Skipfire,DE-000-7,30,24500,BANK_TRANSFER,30,SCO,1997-03-09
DE,4,7365,Npath,DE-000-5,,20800,BANK_TRANSFER,20,HORECA,1999-02-09
IT,1,3816,Twiyo,IT-000-4,,45500,BANK_TRANSFER,30,HORECA,1996-05-21
FR,4,4626,Eimbee,FR-000-5,,32400,DIRECT_DEBIT,70,HORECA,2008-06-09
RO,3,7975,Feedbug,RO-000-4,,24700,DIRECT_DEBIT,20,HORECA,2015-12-02
RO,4,8098,Flipopia,RO-000-9,,2500,BANK_TRANSFER,70,HORECA,1994-04-24
IT,1,8257,Pixope,IT-000-6,,44000,DIRECT_DEBIT,2,HORECA,1981-11-01
FR,1,5972,Tagpad,FR-000-8,,48400,BANK_TRANSFER,60,SCO,2017-01-08
FR,1,1974,Twiyo,FR-000-2,,44000,BANK_TRANSFER,1,TRADER,1996-11-25
IT,4,2897,Twitternation,IT-000-5,,37500,BANK_TRANSFER,60,HORECA,2003-09-14
FR,1,9977,Shufflester,FR-000-6,,5300,BANK_TRANSFER,5,TRADER,2011-03-23
FR,4,2748,Livefish,FR-000-1,,46100,DIRECT_DEBIT,1,SCO,1992-10-17
DE,5,2909,Dynava,DE-000-3,,9000,BANK_TRANSFER,7,HORECA,1997-11-19
IT,1,9248,Yakidoo,IT-000-9,,37300,BANK_TRANSFER,60,HORECA,1989-09-11
FR,5,9150,Voonder,FR-000-4,,44900,DIRECT_DEBIT,1,TRADER,2009-07-17
DE,1,5497,Fiveclub,DE-000-7,,3100,BANK_TRANSFER,30,TRADER,1992-04-05
DE,3,5731,Centizu,DE-000-2,,24100,BANK_TRANSFER,10,TRADER,2017-06-01
RO,3,6874,Jabbersphere,RO-000-1,,24600,BANK_TRANSFER,60,SCO,2001-10-29
FR,1,7601,Browseblab,FR-000-8,,37100,BANK_TRANSFER,3,HORECA,1981-11-29
FR,1,1939,Yodo,FR-000-9,,49900,BANK_TRANSFER,120,TRADER,2005-06-30
RO,2,5262,Zoomdog,RO-000-2,,12900,DIRECT_DEBIT,2,TRADER,2019-04-27
FR,5,7169,Kwimbee,FR-000-1,,7600,DIRECT_DEBIT,10,HORECA,1999-02-15
IT,1,2406,Jetwire,IT-000-0,30,40600,BANK_TRANSFER,20,SCO,1989-10-14
DE,4,1068,Devpoint,DE-000-6,,16300,DIRECT_DEBIT,20,SCO,2014-02-12
RO,2,6956,Oozz,RO-000-0,,11200,DIRECT_DEBIT,10,TRADER,1991-01-11
IT,5,3347,Devbug,IT-000-8,,37000,BANK_TRANSFER,21,HORECA,1999-04-29
FR,5,5404,Shuffletag,FR-000-2,,6200,DIRECT_DEBIT,25,TRADER,2017-05-27
IT,1,7015,Quamba,IT-000-4,,34100,BANK_TRANSFER,21,TRADER,2017-02-20
FR,2,5923,Voolith,FR-000-4,,22500,DIRECT_DEBIT,70,HORECA,1989-07-15
RO,2,1119,Tagfeed,RO-000-0,,9700,BANK_TRANSFER,5,HORECA,1991-07-02
FR,3,2229,Jabbercube,FR-000-1,,42000,BANK_TRANSFER,21,HORECA,1997-06-05
RO,3,3903,Einti,RO-000-3,31,16900,DIRECT_DEBIT,3,SCO,1986-06-20
DE,4,6249,Voonte,DE-000-7,,16900,DIRECT_DEBIT,7,HORECA,1985-06-28
IT,4,9529,Devify,IT-000-3,,36000,DIRECT_DEBIT,2,SCO,2015-02-05
RO,5,7631,Topicblab,RO-000-6,,24600,DIRECT_DEBIT,20,TRADER,2001-01-13
DE,1,9964,Skidoo,DE-000-7,,13700,DIRECT_DEBIT,60,TRADER,2007-03-05
RO,1,3416,Wikizz,RO-000-7,,27800,DIRECT_DEBIT,1,HORECA,2020-04-30
IT,2,1988,Yodoo,IT-000-2,,5300,DIRECT_DEBIT,120,HORECA,1991-06-28
RO,1,1446,Zooxo,RO-000-3,,35700,BANK_TRANSFER,1,TRADER,2007-06-28
FR,4,7626,Wikizz,FR-000-9,30,8900,DIRECT_DEBIT,30,TRADER,2019-04-13
RO,2,1948,Skynoodle,RO-000-5,,25600,DIRECT_DEBIT,2,SCO,1999-02-16
IT,2,5303,Fivespan,IT-000-2,,47000,BANK_TRANSFER,2,TRADER,1992-01-13
FR,3,9146,Skipstorm,FR-000-4,30,24400,DIRECT_DEBIT,70,HORECA,1988-04-02
DE,3,2274,Photospace,DE-000-1,,49800,DIRECT_DEBIT,1,TRADER,2003-10-06
DE,4,1383,Wikizz,DE-000-1,,5200,BANK_TRANSFER,2,SCO,1981-11-12
RO,3,1051,Buzzbean,RO-000-1,,18200,BANK_TRANSFER,1,HORECA,1981-08-15
FR,1,7601,Browseblab,FR-000-5,,36400,DIRECT_DEBIT,120,HORECA,1993-07-29
FR,1,9430,Linktype,FR-000-8,,18600,DIRECT_DEBIT,1,TRADER,2018-09-16
RO,2,4165,Oba,RO-000-0,30,6200,DIRECT_DEBIT,10,TRADER,1998-05-16
RO,2,1083,Dabjam,RO-000-2,,25100,BANK_TRANSFER,70,HORECA,2005-09-29
IT,3,8849,Voomm,IT-000-7,,32500,DIRECT_DEBIT,30,TRADER,1992-12-21
IT,1,3437,Rhyzio,IT-000-7,,1800,DIRECT_DEBIT,30,TRADER,1998-07-03
RO,4,5162,Skyba,RO-000-2,,33300,DIRECT_DEBIT,20,SCO,2018-01-12
FR,3,5958,Roodel,FR-000-6,,30900,BANK_TRANSFER,3,TRADER,2015-11-22
FR,5,8016,Trupe,FR-000-8,,5400,DIRECT_DEBIT,20,SCO,2021-07-01
RO,4,9492,Skidoo,RO-000-0,,16100,DIRECT_DEBIT,25,SCO,2020-07-06
IT,1,9247,Lajo,IT-000-9,,35400,BANK_TRANSFER,5,TRADER,2020-06-02
RO,5,8687,Fivespan,RO-000-8,,32300,BANK_TRANSFER,2,HORECA,1993-06-28
DE,3,3216,Tagfeed,DE-000-4,,21000,DIRECT_DEBIT,3,HORECA,2007-09-03
